$,int,Skip,int,Skip,int,Skip,Skip,int,String,int,Array,int,int,int,int,int,int,int,int,Array,Array,Array,Array,Array,Array,int
,15104257,涅茧利,151042571,怪-,151042572,0,,15104257,cre_630_Skill_8,,,,1,,1,1,2,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104258,涅茧利,151042581,怪-,151042582,0,,15104258,cre_630_Skill_9,,,,1,,1,1,2,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104259,京乐春水,151042591,怪-花天狂骨普攻击1,151042592,花天狂骨普攻击1,,15104259,cre_631_Skill_1,,,,1,"[[15104259,15104260,15104261]]",1,1,1,7,10,,,"[338,350,362,375,400,425,450,475,500,525,550,575,600,625,650,688,725,762,800,838,875,912,962,1012,1062,1112,1175,1238,1312,1388,1475,1562,1662,1762,1875,2000,2125,2262,2412,2575,2750,2938,3138,3350,3588,3838,4100,4388,4688,5012,5362,5738,6138,6562,7012,7500,8012,8562,9150,9775,10438,11150,11900,12700,13550,14462,15425,16450,17550,18712,19950,21262,22662,24150,25725,27400,29175,31062,33062,35188]",,,,0
,15104260,京乐春水,151042601,怪-花天狂骨普攻击2,151042602,花天狂骨普攻击2,,15104260,cre_631_Skill_2,,,,0,,1,1,1,11,10,,,"[338,350,362,375,400,425,450,475,500,525,550,575,600,625,650,688,725,762,800,838,875,912,962,1012,1062,1112,1175,1238,1312,1388,1475,1562,1662,1762,1875,2000,2125,2262,2412,2575,2750,2938,3138,3350,3588,3838,4100,4388,4688,5012,5362,5738,6138,6562,7012,7500,8012,8562,9150,9775,10438,11150,11900,12700,13550,14462,15425,16450,17550,18712,19950,21262,22662,24150,25725,27400,29175,31062,33062,35188]",,,,0
,15104261,京乐春水,151042611,怪-花天狂骨普攻击3,151042612,花天狂骨普攻击3,,15104261,cre_631_Skill_3,,,,0,,1,1,1,8,10,,,"[338,350,362,375,400,425,450,475,500,525,550,575,600,625,650,688,725,762,800,838,875,912,962,1012,1062,1112,1175,1238,1312,1388,1475,1562,1662,1762,1875,2000,2125,2262,2412,2575,2750,2938,3138,3350,3588,3838,4100,4388,4688,5012,5362,5738,6138,6562,7012,7500,8012,8562,9150,9775,10438,11150,11900,12700,13550,14462,15425,16450,17550,18712,19950,21262,22662,24150,25725,27400,29175,31062,33062,35188]",,,,0
,15104262,京乐春水,151042621,怪-影鬼,151042622,影鬼,,15104262,cre_631_Skill_4,,,,1,,1,1,2,7,3,,,"[1125,1167,1208,1250,1333,1417,1500,1583,1667,1750,1833,1917,2000,2083,2167,2292,2417,2542,2667,2792,2917,3042,3208,3375,3542,3708,3917,4125,4375,4625,4917,5208,5542,5875,6250,6667,7083,7542,8042,8583,9167,9792,10458,11167,11958,12792,13667,14625,15625,16708,17875,19125,20458,21875,23375,25000,26708,28542,30500,32583,34792,37167,39667,42333,45167,48208,51417,54833,58500,62375,66500,70875,75542,80500,85750,91333,97250,103542,110208,117292]",,,,0
,15104263,京乐春水,151042631,怪-强袭飓风,151042632,强袭飓风,,15104263,cre_631_Skill_5,,,,1,,1,1,2,11,14,,,"[241,250,259,268,286,304,321,339,357,375,393,411,429,446,464,491,518,545,571,598,625,652,688,723,759,795,839,884,938,991,1054,1116,1188,1259,1339,1429,1518,1616,1723,1839,1964,2098,2241,2393,2562,2741,2929,3134,3348,3580,3830,4098,4384,4688,5009,5357,5723,6116,6536,6982,7455,7964,8500,9071,9679,10330,11018,11750,12536,13366,14250,15188,16188,17250,18375,19571,20839,22188,23616,25134]",,,,0
,15104264,京乐春水,151042641,怪-不精独乐,151042642,不精独乐,,15104264,cre_631_Skill_6,,[15611801],,1,,1,1,1,8,6,,,"[731,758,785,812,867,921,975,1029,1083,1138,1192,1246,1300,1354,1408,1490,1571,1652,1733,1815,1896,1977,2085,2194,2302,2410,2546,2681,2844,3006,3196,3385,3602,3819,4062,4333,4604,4902,5227,5579,5958,6365,6798,7258,7773,8315,8883,9506,10156,10860,11619,12431,13298,14219,15194,16250,17360,18552,19825,21179,22615,24158,25783,27517,29358,31335,33421,35642,38025,40544,43225,46069,49102,52325,55738,59367,63212,67302,71635,76240]",,,,0
,15104265,京乐春水,151042651,怪-空蝉,151042652,空蝉,,15104265,cre_631_Skill_7,,,,1,,1,1,1,10,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104266,京乐春水,151042661,怪-,151042662,0,,15104266,cre_631_Skill_8,,,,1,,1,1,1,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104267,京乐春水,151042671,怪-,151042672,0,,15104267,cre_631_Skill_9,,,,1,,1,1,1,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104268,浮竹十四郎,151042681,怪-普攻1,151042682,0,,15104268,cre_632_Skill_1,,,,1,"[[15104268,15104269,15104270]]",1,1,2,5,6,,,"[562,583,604,625,667,708,750,792,833,875,917,958,1000,1042,1083,1146,1208,1271,1333,1396,1458,1521,1604,1688,1771,1854,1958,2062,2188,2312,2458,2604,2771,2938,3125,3333,3542,3771,4021,4292,4583,4896,5229,5583,5979,6396,6833,7312,7812,8354,8938,9562,10229,10938,11688,12500,13354,14271,15250,16292,17396,18583,19833,21167,22583,24104,25708,27417,29250,31188,33250,35438,37771,40250,42875,45667,48625,51771,55104,58646]",,,,0
,15104269,浮竹十四郎,151042691,怪-普攻2,151042692,0,,15104269,cre_632_Skill_2,,,,0,,1,1,2,5,6,,,"[562,583,604,625,667,708,750,792,833,875,917,958,1000,1042,1083,1146,1208,1271,1333,1396,1458,1521,1604,1688,1771,1854,1958,2062,2188,2312,2458,2604,2771,2938,3125,3333,3542,3771,4021,4292,4583,4896,5229,5583,5979,6396,6833,7312,7812,8354,8938,9562,10229,10938,11688,12500,13354,14271,15250,16292,17396,18583,19833,21167,22583,24104,25708,27417,29250,31188,33250,35438,37771,40250,42875,45667,48625,51771,55104,58646]",,,,0
,15104270,浮竹十四郎,151042701,怪-普攻3,151042702,0,,15104270,cre_632_Skill_3,,,,0,,1,1,1,5,6,,,"[562,583,604,625,667,708,750,792,833,875,917,958,1000,1042,1083,1146,1208,1271,1333,1396,1458,1521,1604,1688,1771,1854,1958,2062,2188,2312,2458,2604,2771,2938,3125,3333,3542,3771,4021,4292,4583,4896,5229,5583,5979,6396,6833,7312,7812,8354,8938,9562,10229,10938,11688,12500,13354,14271,15250,16292,17396,18583,19833,21167,22583,24104,25708,27417,29250,31188,33250,35438,37771,40250,42875,45667,48625,51771,55104,58646]",,,,0
,15104271,浮竹十四郎,151042711,怪-雷尽为吾刃,151042712,0,,15104271,cre_632_Skill_4,,,,1,,1,1,2,8,8,,,"[422,438,453,469,500,531,562,594,625,656,688,719,750,781,812,859,906,953,1000,1047,1094,1141,1203,1266,1328,1391,1469,1547,1641,1734,1844,1953,2078,2203,2344,2500,2656,2828,3016,3219,3438,3672,3922,4188,4484,4797,5125,5484,5859,6266,6703,7172,7672,8203,8766,9375,10016,10703,11438,12219,13047,13938,14875,15875,16938,18078,19281,20562,21938,23391,24938,26578,28328,30188,32156,34250,36469,38828,41328,43984]",,,,0
,15104272,浮竹十四郎,151042721,怪-波尽为吾盾,151042722,0,,15104272,cre_632_Skill_5,,,,1,,1,1,2,10,4,,,"[1097,1138,1178,1219,1300,1381,1462,1544,1625,1706,1788,1869,1950,2031,2112,2234,2356,2478,2600,2722,2844,2966,3128,3291,3453,3616,3819,4022,4266,4509,4794,5078,5403,5728,6094,6500,6906,7353,7841,8369,8938,9547,10197,10888,11659,12472,13325,14259,15234,16291,17428,18647,19947,21328,22791,24375,26041,27828,29738,31769,33922,36238,38675,41275,44038,47003,50131,53462,57038,60816,64838,69103,73653,78488,83606,89050,94819,100953,107453,114359]",,,,0
,15104273,浮竹十四郎,151042731,怪-雷刃激流,151042732,0,,15104273,cre_632_Skill_6,,,,1,,1,1,2,11,11,,,"[399,414,428,443,473,502,532,561,591,620,650,680,709,739,768,812,857,901,945,990,1034,1078,1138,1197,1256,1315,1389,1462,1551,1640,1743,1847,1965,2083,2216,2364,2511,2674,2851,3043,3250,3472,3708,3959,4240,4535,4845,5185,5540,5924,6338,6781,7253,7756,8288,8864,9469,10119,10814,11552,12335,13177,14064,15009,16014,17092,18230,19441,20741,22115,23577,25128,26783,28541,30402,32382,34480,36710,39074,41585]",,,,0
,15104274,浮竹十四郎,151042741,怪-雷轰炮,151042742,0,,15104274,cre_632_Skill_7,,,,1,,1,1,2,8,4,,,"[844,875,906,938,1000,1062,1125,1188,1250,1312,1375,1438,1500,1562,1625,1719,1812,1906,2000,2094,2188,2281,2406,2531,2656,2781,2938,3094,3281,3469,3688,3906,4156,4406,4688,5000,5312,5656,6031,6438,6875,7344,7844,8375,8969,9594,10250,10969,11719,12531,13406,14344,15344,16406,17531,18750,20031,21406,22875,24438,26094,27875,29750,31750,33875,36156,38562,41125,43875,46781,49875,53156,56656,60375,64312,68500,72938,77656,82656,87969]",,,,0
,15104275,浮竹十四郎,151042751,怪-,151042752,0,,15104275,cre_632_Skill_8,,,,1,,1,1,2,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104276,浮竹十四郎,151042761,怪-,151042762,0,,15104276,cre_632_Skill_9,,,,1,,1,1,1,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104277,日番谷冬狮郎,151042771,怪-冰轮丸普攻1,151042772,冰轮丸普攻1,,15104277,cre_633_Skill_1,15400601,[15611901],,1,"[[15104277,15104278,15104279]]",1,1,2,0,4,,,"[844,875,906,938,1000,1062,1125,1188,1250,1312,1375,1438,1500,1562,1625,1719,1812,1906,2000,2094,2188,2281,2406,2531,2656,2781,2938,3094,3281,3469,3688,3906,4156,4406,4688,5000,5312,5656,6031,6438,6875,7344,7844,8375,8969,9594,10250,10969,11719,12531,13406,14344,15344,16406,17531,18750,20031,21406,22875,24438,26094,27875,29750,31750,33875,36156,38562,41125,43875,46781,49875,53156,56656,60375,64312,68500,72938,77656,82656,87969]",,,,0
,15104278,日番谷冬狮郎,151042781,怪-冰轮丸普攻2,151042782,冰轮丸普攻2,,15104278,cre_633_Skill_2,15400601,[15611901],,0,,1,1,2,0,4,,,"[844,875,906,938,1000,1062,1125,1188,1250,1312,1375,1438,1500,1562,1625,1719,1812,1906,2000,2094,2188,2281,2406,2531,2656,2781,2938,3094,3281,3469,3688,3906,4156,4406,4688,5000,5312,5656,6031,6438,6875,7344,7844,8375,8969,9594,10250,10969,11719,12531,13406,14344,15344,16406,17531,18750,20031,21406,22875,24438,26094,27875,29750,31750,33875,36156,38562,41125,43875,46781,49875,53156,56656,60375,64312,68500,72938,77656,82656,87969]",,,,0
,15104279,日番谷冬狮郎,151042791,怪-冰轮丸普攻3,151042792,冰轮丸普攻3,,15104279,cre_633_Skill_3,15400601,[15611901],,0,,1,1,2,0,4,,,"[844,875,906,938,1000,1062,1125,1188,1250,1312,1375,1438,1500,1562,1625,1719,1812,1906,2000,2094,2188,2281,2406,2531,2656,2781,2938,3094,3281,3469,3688,3906,4156,4406,4688,5000,5312,5656,6031,6438,6875,7344,7844,8375,8969,9594,10250,10969,11719,12531,13406,14344,15344,16406,17531,18750,20031,21406,22875,24438,26094,27875,29750,31750,33875,36156,38562,41125,43875,46781,49875,53156,56656,60375,64312,68500,72938,77656,82656,87969]",,,,0
,15104280,日番谷冬狮郎,151042801,怪-,151042802,0,,15104280,cre_633_Skill_4,,,,0,,1,1,1,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104281,日番谷冬狮郎,151042811,怪-,151042812,0,,15104281,cre_633_Skill_5,,,,0,,1,1,2,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104282,日番谷冬狮郎,151042821,怪-群鸟冰柱,151042822,群鸟冰柱,,15104282,cre_633_Skill_6,,"[15611902,15611903]",,2,,1,1,2,7,11,,,"[399,414,428,443,473,502,532,561,591,620,650,680,709,739,768,812,857,901,945,990,1034,1078,1138,1197,1256,1315,1389,1462,1551,1640,1743,1847,1965,2083,2216,2364,2511,2674,2851,3043,3250,3472,3708,3959,4240,4535,4845,5185,5540,5924,6338,6781,7253,7756,8288,8864,9469,10119,10814,11552,12335,13177,14064,15009,16014,17092,18230,19441,20741,22115,23577,25128,26783,28541,30402,32382,34480,36710,39074,41585]",,,,0
,15104283,日番谷冬狮郎,151042831,怪-冰龙旋尾 绝空,151042832,冰龙旋尾 绝空,,15104283,cre_633_Skill_7,,,,1,,1,1,2,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104284,日番谷冬狮郎,151042841,怪-冰龙波,151042842,冰龙波,,15104284,cre_633_Skill_8,15400602,,,3,,1,1,2,9,14,,,"[313,325,337,348,371,395,418,441,464,488,511,534,557,580,604,638,673,708,743,778,812,847,894,940,987,1033,1091,1149,1219,1288,1370,1451,1544,1637,1741,1857,1973,2101,2240,2391,2554,2728,2913,3111,3331,3563,3807,4074,4353,4654,4979,5328,5699,6094,6512,6964,7440,7951,8496,9077,9692,10354,11050,11793,12582,13429,14323,15275,16296,17376,18525,19744,21044,22425,23888,25443,27091,28844,30701,32674]",,,,0
,15104285,日番谷冬狮郎,151042851,怪-,151042852,0,,15104285,cre_633_Skill_9,,,,1,,1,1,1,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104286,狛村左阵,151042861,怪-普通攻击1,151042862,普通攻击1,,15104286,cre_634_Skill_1,,,,1,"[[15104286,15104287,15104288]]",1,1,1,5,6,,,"[562,583,604,625,667,708,750,792,833,875,917,958,1000,1042,1083,1146,1208,1271,1333,1396,1458,1521,1604,1688,1771,1854,1958,2062,2188,2312,2458,2604,2771,2938,3125,3333,3542,3771,4021,4292,4583,4896,5229,5583,5979,6396,6833,7312,7812,8354,8938,9562,10229,10938,11688,12500,13354,14271,15250,16292,17396,18583,19833,21167,22583,24104,25708,27417,29250,31188,33250,35438,37771,40250,42875,45667,48625,51771,55104,58646]",,,,0
,15104287,狛村左阵,151042871,怪-普通攻击2,151042872,普通攻击2,,15104287,cre_634_Skill_2,,,,0,,1,1,1,5,6,,,"[562,583,604,625,667,708,750,792,833,875,917,958,1000,1042,1083,1146,1208,1271,1333,1396,1458,1521,1604,1688,1771,1854,1958,2062,2188,2312,2458,2604,2771,2938,3125,3333,3542,3771,4021,4292,4583,4896,5229,5583,5979,6396,6833,7312,7812,8354,8938,9562,10229,10938,11688,12500,13354,14271,15250,16292,17396,18583,19833,21167,22583,24104,25708,27417,29250,31188,33250,35438,37771,40250,42875,45667,48625,51771,55104,58646]",,,,0
,15104288,狛村左阵,151042881,怪-普通攻击3,151042882,普通攻击3,,15104288,cre_634_Skill_3,,,,0,,1,1,2,5,6,,,"[562,583,604,625,667,708,750,792,833,875,917,958,1000,1042,1083,1146,1208,1271,1333,1396,1458,1521,1604,1688,1771,1854,1958,2062,2188,2312,2458,2604,2771,2938,3125,3333,3542,3771,4021,4292,4583,4896,5229,5583,5979,6396,6833,7312,7812,8354,8938,9562,10229,10938,11688,12500,13354,14271,15250,16292,17396,18583,19833,21167,22583,24104,25708,27417,29250,31188,33250,35438,37771,40250,42875,45667,48625,51771,55104,58646]",,,,0
,15104289,狛村左阵,151042891,怪-天谴之拳,151042892,天谴之拳,,15104289,cre_634_Skill_4,,,,1,,1,1,2,9,1,,,"[3375,3500,3625,3750,4000,4250,4500,4750,5000,5250,5500,5750,6000,6250,6500,6875,7250,7625,8000,8375,8750,9125,9625,10125,10625,11125,11750,12375,13125,13875,14750,15625,16625,17625,18750,20000,21250,22625,24125,25750,27500,29375,31375,33500,35875,38375,41000,43875,46875,50125,53625,57375,61375,65625,70125,75000,80125,85625,91500,97750,104375,111500,119000,127000,135500,144625,154250,164500,175500,187125,199500,212625,226625,241500,257250,274000,291750,310625,330625,351875]",,,,0
,15104290,狛村左阵,151042901,怪-天谴重击,151042902,天谴重击,,15104290,cre_634_Skill_5,,,,1,,1,1,2,11,1,,,"[4388,4550,4712,4875,5200,5525,5850,6175,6500,6825,7150,7475,7800,8125,8450,8938,9425,9912,10400,10888,11375,11862,12512,13162,13812,14462,15275,16088,17062,18038,19175,20312,21612,22912,24375,26000,27625,29412,31362,33475,35750,38188,40788,43550,46638,49888,53300,57038,60938,65162,69712,74588,79788,85312,91162,97500,104162,111312,118950,127075,135688,144950,154700,165100,176150,188012,200525,213850,228150,243262,259350,276412,294612,313950,334425,356200,379275,403812,429812,457438]",,,,0
,15104291,狛村左阵,151042911,怪-天谴之剑,151042912,天谴之剑,,15104291,cre_634_Skill_6,,,,1,,1,1,2,10,6,,,"[731,758,785,812,867,921,975,1029,1083,1138,1192,1246,1300,1354,1408,1490,1571,1652,1733,1815,1896,1977,2085,2194,2302,2410,2546,2681,2844,3006,3196,3385,3602,3819,4062,4333,4604,4902,5227,5579,5958,6365,6798,7258,7773,8315,8883,9506,10156,10860,11619,12431,13298,14219,15194,16250,17360,18552,19825,21179,22615,24158,25783,27517,29358,31335,33421,35642,38025,40544,43225,46069,49102,52325,55738,59367,63212,67302,71635,76240]",,,,0
,15104292,狛村左阵,151042921,怪-,151042922,0,,15104292,cre_634_Skill_7,,,,1,,1,1,2,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104293,狛村左阵,151042931,怪-,151042932,0,,15104293,cre_634_Skill_8,,,,1,,1,1,1,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104294,狛村左阵,151042941,怪-,151042942,0,,15104294,cre_634_Skill_9,,,,1,,1,1,2,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104295,更木剑八,151042951,怪-普攻1,151042952,0,,15104295,cre_635_Skill_1,,,,1,"[[15104295,15104296,15104297]]",1,1,2,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104296,更木剑八,151042961,怪-普攻2,151042962,0,,15104296,cre_635_Skill_2,,,,0,,1,1,1,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104297,更木剑八,151042971,怪-普攻3,151042972,0,,15104297,cre_635_Skill_3,,,,0,,1,1,2,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
,15104298,更木剑八,151042981,怪-爆发BUFF加攻,151042982,0,,15104298,cre_635_Skill_4,15400701,,,1,,1,1,2,5,8,,,"[548,569,589,609,650,691,731,772,812,853,894,934,975,1016,1056,1117,1178,1239,1300,1361,1422,1483,1564,1645,1727,1808,1909,2011,2133,2255,2397,2539,2702,2864,3047,3250,3453,3677,3920,4184,4469,4773,5098,5444,5830,6236,6662,7130,7617,8145,8714,9323,9973,10664,11395,12188,13020,13914,14869,15884,16961,18119,19338,20638,22019,23502,25066,26731,28519,30408,32419,34552,36827,39244,41803,44525,47409,50477,53727,57180]",,,,0
,15104299,更木剑八,151042991,怪-冲砍,151042992,0,,15104299,cre_635_Skill_5,,,,1,,1,1,2,5,4,,,"[1097,1138,1178,1219,1300,1381,1462,1544,1625,1706,1788,1869,1950,2031,2112,2234,2356,2478,2600,2722,2844,2966,3128,3291,3453,3616,3819,4022,4266,4509,4794,5078,5403,5728,6094,6500,6906,7353,7841,8369,8938,9547,10197,10888,11659,12472,13325,14259,15234,16291,17428,18647,19947,21328,22791,24375,26041,27828,29738,31769,33922,36238,38675,41275,44038,47003,50131,53462,57038,60816,64838,69103,73653,78488,83606,89050,94819,100953,107453,114359]",,,,0
,15104300,更木剑八,151043001,怪-,151043002,0,,15104300,cre_635_Skill_6,,,,1,,1,1,2,5,2,,,"[1688,1750,1812,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3438,3625,3812,4000,4188,4375,4562,4812,5062,5312,5562,5875,6188,6562,6938,7375,7812,8312,8812,9375,10000,10625,11312,12062,12875,13750,14688,15688,16750,17938,19188,20500,21938,23438,25062,26812,28688,30688,32812,35062,37500,40062,42812,45750,48875,52188,55750,59500,63500,67750,72312,77125,82250,87750,93562,99750,106312,113312,120750,128625,137000,145875,155312,165312,175938]",,,,0
