$,int,int,Skip,int,int,int,int,int,int,int,Array,int,int,Boolean,int,int,Array,Array,Array,int,Array,int,Array,Array,Array,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int
,14104004,141040041,力量与体力之路4层,,14104001,,21,7900,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18950,26177]","[2,2]","[3000,6000]",0,18060,0,0,0,2064,2064,2064,2064,123840,0,12900,0,2322,2322,2322,2322,7
,14104005,141040051,力量与体力之路5层,,14104002,,21,7900,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18950,26177]","[2,2]","[3000,6000]",0,18060,0,0,0,2064,2064,2064,2064,123840,0,12900,0,2322,2322,2322,2322,7
,14104006,141040061,力量与体力之路6层,,14104003,,21,7900,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18950,26177]","[2,2]","[3000,6000]",0,18060,0,0,0,2064,2064,2064,2064,123840,0,12900,0,2322,2322,2322,2322,7
,14104007,141040071,力量与体力之路7层,,14104003,,22,8500,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18900,26154]","[2,2]","[3000,6000]",0,19810,0,0,0,2264,2264,2264,2264,135840,0,14150,0,2547,2547,2547,2547,7
,14104008,141040081,力量与体力之路8层,,14104003,,22,8500,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18900,26154]","[2,2]","[3000,6000]",0,19810,0,0,0,2264,2264,2264,2264,135840,0,14150,0,2547,2547,2547,2547,7
,14104009,141040091,力量与体力之路9层,,14104003,,23,9000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18850,26130]","[2,2]","[3000,6000]",0,21560,0,0,0,2464,2464,2464,2464,147840,0,15400,0,2772,2772,2772,2772,7
,14104010,141040101,力量与体力之路10层,,14104004,,23,9000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18850,26130]","[2,2]","[3000,6000]",0,21560,0,0,0,2464,2464,2464,2464,147840,0,15400,0,2772,2772,2772,2772,7
,14104011,141040111,力量与体力之路11层,,14104005,,24,10000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18800,26107]","[2,2]","[3000,6000]",0,23380,0,0,0,2672,2672,2672,2672,160320,0,16700,0,3006,3006,3006,3006,7
,14104012,141040121,力量与体力之路12层,,14104005,,24,10000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18800,26107]","[2,2]","[3000,6000]",0,23380,0,0,0,2672,2672,2672,2672,160320,0,16700,0,3006,3006,3006,3006,7
,14104013,141040131,力量与体力之路13层,,14104005,,25,11000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18750,26084]","[2,2]","[3000,6000]",0,25270,0,0,0,2888,2888,2888,2888,173280,0,18050,0,3249,3249,3249,3249,8
,14104014,141040141,力量与体力之路14层,,14104005,,25,11000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18750,26084]","[2,2]","[3000,6000]",0,25270,0,0,0,2888,2888,2888,2888,173280,0,18050,0,3249,3249,3249,3249,8
,14104015,141040151,力量与体力之路15层,,14104006,,26,12000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18700,26060]","[1,2]","[3000,6000]",0,28560,0,0,0,3264,3264,3264,3264,195840,0,20400,0,3672,3672,3672,3672,8
,14104016,141040161,力量与体力之路16层,,14104007,,26,12000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18700,26060]","[1,2]","[3000,6000]",0,28560,0,0,0,3264,3264,3264,3264,195840,0,20400,0,3672,3672,3672,3672,8
,14104017,141040171,力量与体力之路17层,,14104007,,27,13000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18650,26037]","[1,2]","[3000,6000]",0,31990,0,0,0,3656,3656,3656,3656,219360,0,22850,0,4113,4113,4113,4113,8
,14104018,141040181,力量与体力之路18层,,14104007,,27,13000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18650,26037]","[1,2]","[3000,6000]",0,31990,0,0,0,3656,3656,3656,3656,219360,0,22850,0,4113,4113,4113,4113,8
,14104019,141040191,力量与体力之路19层,,14104007,,28,14000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18600,26014]","[1,2]","[3000,6000]",0,35700,0,0,0,4080,4080,4080,4080,244800,0,25500,0,4590,4590,4590,4590,8
,14104020,141040201,力量与体力之路20层,,14104008,,28,14000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18600,26014]","[1,2]","[3000,6000]",0,35700,0,0,0,4080,4080,4080,4080,244800,0,25500,0,4590,4590,4590,4590,8
,14104021,141040211,力量与体力之路21层,,14104009,,29,15000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18550,25990]","[1,2]","[3000,6000]",0,39480,0,0,0,4512,4512,4512,4512,270720,0,28200,0,5076,5076,5076,5076,8
,14104022,141040221,力量与体力之路22层,,14104009,,29,15000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18550,25990]","[1,2]","[3000,6000]",0,39480,0,0,0,4512,4512,4512,4512,270720,0,28200,0,5076,5076,5076,5076,8
,14104023,141040231,力量与体力之路23层,,14104009,,30,17000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18500,25967]","[1,2]","[3000,6000]",0,43260,0,0,0,4944,4944,4944,4944,296640,0,30900,0,5562,5562,5562,5562,8
,14104024,141040241,力量与体力之路24层,,14104009,,30,17000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18500,25967]","[1,2]","[3000,6000]",0,43260,0,0,0,4944,4944,4944,4944,296640,0,30900,0,5562,5562,5562,5562,8
,14104025,141040251,力量与体力之路25层,,14104010,,31,17000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18450,25944]","[1,2]","[3000,6000]",0,45850,0,0,0,5240,5240,5240,5240,314400,0,32750,0,5895,5895,5895,5895,8
,14104026,141040261,力量与体力之路26层,,14104011,,31,17000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18450,25944]","[1,2]","[3000,6000]",0,45850,0,0,0,5240,5240,5240,5240,314400,0,32750,0,5895,5895,5895,5895,8
,14104027,141040271,力量与体力之路27层,,14104011,,32,18000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18400,25920]","[1,2]","[3000,6000]",0,48510,0,0,0,5544,5544,5544,5544,332640,0,34650,0,6237,6237,6237,6237,8
,14104028,141040281,力量与体力之路28层,,14104011,,33,19000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18350,25897]","[1,2]","[3000,6000]",0,51240,0,0,0,5856,5856,5856,5856,351360,0,36600,0,6588,6588,6588,6588,9
,14104029,141040291,力量与体力之路29层,,14104011,,34,21000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18300,25874]","[1,2]","[3000,6000]",0,54040,0,0,0,6176,6176,6176,6176,370560,0,38600,0,6948,6948,6948,6948,9
,14104030,141040301,力量与体力之路30层,,14104012,,35,22000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18250,25850]","[1,2]","[3000,6000]",0,56910,0,0,0,6504,6504,6504,6504,390240,0,40650,0,7317,7317,7317,7317,9
,14104031,141040311,力量与体力之路31层,,14104013,,36,23000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18200,25827]","[1,2]","[3000,6000]",0,60830,0,0,0,6952,6952,6952,6952,417120,0,43450,0,7821,7821,7821,7821,9
,14104032,141040321,力量与体力之路32层,,14104013,,37,24000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18150,25804]","[1,2]","[3000,6000]",0,64960,0,0,0,7424,7424,7424,7424,445440,0,46400,0,8352,8352,8352,8352,9
,14104033,141040331,力量与体力之路33层,,14104013,,38,26000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18100,25780]","[1,2]","[3000,6000]",0,69020,0,0,0,7888,7888,7888,7888,473280,0,49300,0,8874,8874,8874,8874,9
,14104034,141040341,力量与体力之路34层,,14104013,,39,28000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18050,25757]","[1,2]","[3000,6000]",0,73430,0,0,0,8392,8392,8392,8392,503520,0,52450,0,9441,9441,9441,9441,9
,14104035,141040351,力量与体力之路35层,,14104014,,40,29000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18000,25734]","[1,2]","[3000,6000]",0,77770,0,0,0,8888,8888,8888,8888,533280,0,55550,0,9999,9999,9999,9999,9
,14104036,141040361,力量与体力之路36层,,14104015,,41,31000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17950,25710]","[1,2]","[3000,6000]",0,82390,0,0,0,9416,9416,9416,9416,564960,0,58850,0,10593,10593,10593,10593,10
,14104037,141040371,力量与体力之路37层,,14104015,,42,33000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17900,25687]","[1,2]","[3000,6000]",0,87220,0,0,0,9968,9968,9968,9968,598080,0,62300,0,11214,11214,11214,11214,10
,14104038,141040381,力量与体力之路38层,,14104015,,43,35000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17850,25664]","[1,2]","[3000,6000]",0,91840,0,0,0,10496,10496,10496,10496,629760,0,65600,0,11808,11808,11808,11808,10
,14104039,141040391,力量与体力之路39层,,14104015,,44,37000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17800,25640]","[1,2]","[3000,6000]",0,96670,0,0,0,11048,11048,11048,11048,662880,0,69050,0,12429,12429,12429,12429,10
,14104040,141040401,力量与体力之路40层,,14104016,,45,39000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17750,25617]","[1,2]","[3000,6000]",0,101290,0,0,0,11576,11576,11576,11576,694560,0,72350,0,13023,13023,13023,13023,10
,14104041,141040411,力量与体力之路41层,,14104017,,46,42000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17700,25594]","[1,2]","[3000,6000]",0,108710,0,0,0,12424,12424,12424,12424,745440,0,77650,0,13977,13977,13977,13977,10
,14104042,141040421,力量与体力之路42层,,14104017,,47,45000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17650,25570]","[1,2]","[3000,6000]",0,116200,0,0,0,13280,13280,13280,13280,796800,0,83000,0,14940,14940,14940,14940,10
,14104043,141040431,力量与体力之路43层,,14104017,,48,48000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17600,25547]","[1,2]","[3000,6000]",0,123620,0,0,0,14128,14128,14128,14128,847680,0,88300,0,15894,15894,15894,15894,10
,14104044,141040441,力量与体力之路44层,,14104017,,49,51000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17550,25524]","[1,2]","[3000,6000]",0,134540,0,0,0,15376,15376,15376,15376,922560,0,96100,0,17298,17298,17298,17298,11
,14104045,141040451,力量与体力之路45层,,14104018,,49,51000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17550,25524]","[1,2]","[3000,6000]",0,134540,0,0,0,15376,15376,15376,15376,922560,0,96100,0,17298,17298,17298,17298,11
,14104046,141040461,力量与体力之路46层,,14104019,,50,55000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17500,25500]","[1,2]","[3000,6000]",0,145460,0,0,0,16624,16624,16624,16624,997440,0,103900,0,18702,18702,18702,18702,11
,14104047,141040471,力量与体力之路47层,,14104019,,50,55000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17500,25500]","[1,2]","[3000,6000]",0,145460,0,0,0,16624,16624,16624,16624,997440,0,103900,0,18702,18702,18702,18702,11
,14104048,141040481,力量与体力之路48层,,14104019,,51,62000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17450,25477]","[1,2]","[3000,6000]",0,166740,0,0,0,19056,19056,19056,19056,1143360,0,119100,0,21438,21438,21438,21438,11
,14104049,141040491,力量与体力之路49层,,14104019,,51,62000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17450,25477]","[1,2]","[3000,6000]",0,166740,0,0,0,19056,19056,19056,19056,1143360,0,119100,0,21438,21438,21438,21438,11
,14104050,141040501,力量与体力之路50层,,14104020,,52,69000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17400,25454]","[1,2]","[3000,6000]",0,188020,0,0,0,21488,21488,21488,21488,1289280,0,134300,0,24174,24174,24174,24174,11
,14104051,141040511,力量与体力之路51层,,14104013,,52,69000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17400,25454]","[1,2]","[3000,6000]",0,188020,0,0,0,21488,21488,21488,21488,1289280,0,134300,0,24174,24174,24174,24174,11
,14104052,141040521,力量与体力之路52层,,14104013,,53,76000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17350,25430]","[1,2]","[3000,6000]",0,209300,0,0,0,23920,23920,23920,23920,1435200,0,149500,0,26910,26910,26910,26910,11
,14104053,141040531,力量与体力之路53层,,14104013,,53,76000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17350,25430]","[1,2]","[3000,6000]",0,209300,0,0,0,23920,23920,23920,23920,1435200,0,149500,0,26910,26910,26910,26910,11
,14104054,141040541,力量与体力之路54层,,14104013,,54,83000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17300,25407]","[1,2]","[3000,6000]",0,230510,0,0,0,26344,26344,26344,26344,1580640,0,164650,0,29637,29637,29637,29637,11
,14104055,141040551,力量与体力之路55层,,14104014,,54,83000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17300,25407]","[1,2]","[3000,6000]",0,230510,0,0,0,26344,26344,26344,26344,1580640,0,164650,0,29637,29637,29637,29637,11
,14104056,141040561,力量与体力之路56层,,14104015,,55,91000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17250,25384]","[1,2]","[3000,6000]",0,253610,0,0,0,28984,28984,28984,28984,1739040,0,181150,0,32607,32607,32607,32607,11
,14104057,141040571,力量与体力之路57层,,14104015,,55,91000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17250,25384]","[1,2]","[3000,6000]",0,253610,0,0,0,28984,28984,28984,28984,1739040,0,181150,0,32607,32607,32607,32607,11
,14104058,141040581,力量与体力之路58层,,14104015,,56,99000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17200,25360]","[1,2]","[3000,6000]",0,280140,0,0,0,32016,32016,32016,32016,1920960,0,200100,0,36018,36018,36018,36018,11
,14104059,141040591,力量与体力之路59层,,14104015,,56,99000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17200,25360]","[1,2]","[3000,6000]",0,280140,0,0,0,32016,32016,32016,32016,1920960,0,200100,0,36018,36018,36018,36018,11
,14104060,141040601,力量与体力之路60层,,14104016,,57,109000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17150,25337]","[1,2]","[3000,6000]",0,308560,0,0,0,35264,35264,35264,35264,2115840,0,220400,0,39672,39672,39672,39672,11
,14104061,141040611,力量与体力之路61层,,14104017,,61,159000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16950,25244]","[1,2]","[3000,6000]",0,453460,0,0,0,51824,51824,51824,51824,3109440,0,323900,0,58302,58302,58302,58302,12
,14104062,141040621,力量与体力之路62层,,14104017,,61,159000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16950,25244]","[1,2]","[3000,6000]",0,453460,0,0,0,51824,51824,51824,51824,3109440,0,323900,0,58302,58302,58302,58302,12
,14104063,141040631,力量与体力之路63层,,14104017,,62,169000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16900,25220]","[1,2]","[3000,6000]",0,497070,0,0,0,56808,56808,56808,56808,3408480,0,355050,0,63909,63909,63909,63909,12
,14104064,141040641,力量与体力之路64层,,14104017,,62,169000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16900,25220]","[1,2]","[3000,6000]",0,497070,0,0,0,56808,56808,56808,56808,3408480,0,355050,0,63909,63909,63909,63909,12
,14104065,141040651,力量与体力之路65层,,14104018,,63,189000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16850,25197]","[1,2]","[3000,6000]",0,544320,0,0,0,62208,62208,62208,62208,3732480,0,388800,0,69984,69984,69984,69984,12
,14104066,141040661,力量与体力之路66层,,14104019,,63,189000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16850,25197]","[1,2]","[3000,6000]",0,544320,0,0,0,62208,62208,62208,62208,3732480,0,388800,0,69984,69984,69984,69984,12
,14104067,141040671,力量与体力之路67层,,14104019,,64,199000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16800,25174]","[1,2]","[3000,6000]",0,595210,0,0,0,68024,68024,68024,68024,4081440,0,425150,0,76527,76527,76527,76527,12
,14104068,141040681,力量与体力之路68层,,14104019,,64,199000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16800,25174]","[1,2]","[3000,6000]",0,595210,0,0,0,68024,68024,68024,68024,4081440,0,425150,0,76527,76527,76527,76527,12
,14104069,141040691,力量与体力之路69层,,14104019,,65,219000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16750,25150]","[1,2]","[3000,6000]",0,650580,0,0,0,74352,74352,74352,74352,4461120,0,464700,0,83646,83646,83646,83646,12
,14104070,141040701,力量与体力之路70层,,14104020,,65,219000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16750,25150]","[1,2]","[3000,6000]",0,650580,0,0,0,74352,74352,74352,74352,4461120,0,464700,0,83646,83646,83646,83646,12
,14104071,141040711,力量与体力之路71层,,14104013,,66,239000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16700,25127]","[1,2]","[3000,6000]",0,709660,0,0,0,81104,81104,81104,81104,4866240,0,506900,0,91242,91242,91242,91242,12
,14104072,141040721,力量与体力之路72层,,14104013,,66,239000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16700,25127]","[1,2]","[3000,6000]",0,709660,0,0,0,81104,81104,81104,81104,4866240,0,506900,0,91242,91242,91242,91242,12
,14104073,141040731,力量与体力之路73层,,14104013,,67,259000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16650,25104]","[1,2]","[3000,6000]",0,773150,0,0,0,88360,88360,88360,88360,5301600,0,552250,0,99405,99405,99405,99405,12
,14104074,141040741,力量与体力之路74层,,14104013,,67,259000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16650,25104]","[1,2]","[3000,6000]",0,773150,0,0,0,88360,88360,88360,88360,5301600,0,552250,0,99405,99405,99405,99405,12
,14104075,141040751,力量与体力之路75层,,14104014,,68,279000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16600,25080]","[1,2]","[3000,6000]",0,841050,0,0,0,96120,96120,96120,96120,5767200,0,600750,0,108135,108135,108135,108135,12
,14104076,141040761,力量与体力之路76层,,14104015,,68,279000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16600,25080]","[1,2]","[3000,6000]",0,841050,0,0,0,96120,96120,96120,96120,5767200,0,600750,0,108135,108135,108135,108135,12
,14104077,141040771,力量与体力之路77层,,14104015,,69,299000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16550,25057]","[1,2]","[3000,6000]",0,913500,0,0,0,104400,104400,104400,104400,6264000,0,652500,0,117450,117450,117450,117450,12
,14104078,141040781,力量与体力之路78层,,14104015,,69,299000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16550,25057]","[1,2]","[3000,6000]",0,913500,0,0,0,104400,104400,104400,104400,6264000,0,652500,0,117450,117450,117450,117450,12
,14104079,141040791,力量与体力之路79层,,14104015,,70,329000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16500,25034]","[1,2]","[3000,6000]",0,991410,0,0,0,113304,113304,113304,113304,6798240,0,708150,0,127467,127467,127467,127467,13
,14104080,141040801,力量与体力之路80层,,14104016,,70,329000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16500,25034]","[1,2]","[3000,6000]",0,991410,0,0,0,113304,113304,113304,113304,6798240,0,708150,0,127467,127467,127467,127467,13
,14104081,141040811,力量与体力之路81层,,14104017,,71,349000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16450,25010]","[1,2]","[3000,6000]",0,1074570,0,0,0,122808,122808,122808,122808,7368480,0,767550,0,138159,138159,138159,138159,13
,14104082,141040821,力量与体力之路82层,,14104017,,71,349000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16450,25010]","[1,2]","[3000,6000]",0,1074570,0,0,0,122808,122808,122808,122808,7368480,0,767550,0,138159,138159,138159,138159,13
,14104083,141040831,力量与体力之路83层,,14104017,,72,379000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16400,24987]","[1,2]","[3000,6000]",0,1162210,0,0,0,132824,132824,132824,132824,7969440,0,830150,0,149427,149427,149427,149427,13
,14104084,141040841,力量与体力之路84层,,14104017,,72,379000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16400,24987]","[1,2]","[3000,6000]",0,1162210,0,0,0,132824,132824,132824,132824,7969440,0,830150,0,149427,149427,149427,149427,13
,14104085,141040851,力量与体力之路85层,,14104018,,73,409000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16350,24964]","[1,2]","[3000,6000]",0,1256150,0,0,0,143560,143560,143560,143560,8613600,0,897250,0,161505,161505,161505,161505,13
,14104086,141040861,力量与体力之路86层,,14104019,,73,409000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16350,24964]","[1,2]","[3000,6000]",0,1256150,0,0,0,143560,143560,143560,143560,8613600,0,897250,0,161505,161505,161505,161505,13
,14104087,141040871,力量与体力之路87层,,14104019,,74,439000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16300,24940]","[1,2]","[3000,6000]",0,1356390,0,0,0,155016,155016,155016,155016,9300960,0,968850,0,174393,174393,174393,174393,13
,14104088,141040881,力量与体力之路88层,,14104019,,74,439000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16300,24940]","[1,2]","[3000,6000]",0,1356390,0,0,0,155016,155016,155016,155016,9300960,0,968850,0,174393,174393,174393,174393,13
,14104089,141040891,力量与体力之路89层,,14104019,,75,479000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16250,24917]","[1,2]","[3000,6000]",0,1462930,0,0,0,167192,167192,167192,167192,10031520,0,1044950,0,188091,188091,188091,188091,13
,14104090,141040901,力量与体力之路90层,,14104020,,75,479000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16250,24917]","[1,2]","[3000,6000]",0,1462930,0,0,0,167192,167192,167192,167192,10031520,0,1044950,0,188091,188091,188091,188091,13
,14104091,141040911,力量与体力之路91层,,14104017,,76,509000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16200,24894]","[1,2]","[3000,6000]",0,1575770,0,0,0,180088,180088,180088,180088,10805280,0,1125550,0,202599,202599,202599,202599,13
,14104092,141040921,力量与体力之路92层,,14104017,,76,509000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16200,24894]","[1,2]","[3000,6000]",0,1575770,0,0,0,180088,180088,180088,180088,10805280,0,1125550,0,202599,202599,202599,202599,13
,14104093,141040931,力量与体力之路93层,,14104017,,77,549000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16150,24870]","[1,2]","[3000,6000]",0,1695680,0,0,0,193792,193792,193792,193792,11627520,0,1211200,0,218016,218016,218016,218016,13
,14104094,141040941,力量与体力之路94层,,14104017,,77,549000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16150,24870]","[1,2]","[3000,6000]",0,1695680,0,0,0,193792,193792,193792,193792,11627520,0,1211200,0,218016,218016,218016,218016,13
,14104095,141040951,力量与体力之路95层,,14104018,,78,589000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16100,24847]","[1,2]","[3000,6000]",0,1822940,0,0,0,208336,208336,208336,208336,12500160,0,1302100,0,234378,234378,234378,234378,13
,14104096,141040961,力量与体力之路96层,,14104019,,78,589000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16100,24847]","[1,2]","[3000,6000]",0,1822940,0,0,0,208336,208336,208336,208336,12500160,0,1302100,0,234378,234378,234378,234378,13
