$,int,int,Skip,int,Skip,int,int,int,Boolean,int,int,Array,Array,int,int,Array,Array,int,Array,Array,int,Array,Array
,12300071,123000711,甚太,123000712,该灵魂装备后增加主角精神和物理攻击,12300071,1,3,TRUE,1,12800110,"[78,235,470,784,1176]","[63,188,376,627,941]",1,12800103,"[255,266,277,289,301,315,329,343,358,373,390,407,426,445,466,487,510,533,558,584,611,640,670,701,734,769,806,844,884,926,971,1018,1067,1119,1173,1229,1289,1352,1417,1486,1558,1634,1714,1798,1886,1978,2076,2177,2285,2397,2515,2639,2769,2905,3048,3199,3357,3523,3697,3880,4072,4273,4484,4707,4940,5185,5443,5713,5997,6295,6607,6935,7280,7642,8022,8422,8841,9281,9743,10229]","[25,27,28,29,30,31,33,34,36,37,39,41,43,45,47,49,51,53,56,58,61,64,67,70,73,77,81,84,88,93,97,102,107,112,117,123,129,135,142,149,156,163,171,180,189,198,208,218,228,240,251,264,277,291,305,320,336,352,370,388,407,427,448,471,494,519,544,571,600,629,661,694,728,764,802,842,884,928,974,1023]",1,"[1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000]",,12900071,"[16600005,16600008]",[]
,12300072,123000721,黑崎夏梨,123000722,该灵魂装备后增加主角灵力和物理攻击,12300072,1,2,TRUE,1,12800111,"[62,185,371,618,927]","[49,148,297,494,742]",1,12800103,"[108,113,118,123,128,134,140,146,152,159,166,173,181,189,198,207,216,226,237,248,260,272,285,298,312,327,342,359,376,394,413,432,453,475,498,522,548,574,602,631,662,694,728,764,801,840,882,925,971,1018,1068,1121,1176,1234,1295,1359,1426,1497,1571,1648,1730,1815,1905,2000,2099,2203,2312,2427,2548,2674,2807,2946,3093,3247,3408,3578,3756,3943,4139,4346]","[11,11,12,12,13,13,14,15,15,16,17,17,18,19,20,21,22,23,24,25,26,27,28,30,31,33,34,36,38,39,41,43,45,48,50,52,55,57,60,63,66,69,73,76,80,84,88,93,97,102,107,112,118,123,130,136,143,150,157,165,173,182,191,200,210,220,231,243,255,267,281,295,309,325,341,358,376,394,414,435]",1,"[1000,1200,1400,1600,1800,2000,2200,2400,2600,2800,3000]",,12900072,[16600003],[]
,12300073,123000731,黑崎游子,123000732,该灵魂装备后增加主角精神和灵压强度,12300073,3,2,TRUE,1,12800110,"[63,189,378,630,945]","[50,151,302,504,756]",1,12800122,"[108,113,118,123,128,134,140,146,152,159,166,173,181,189,198,207,216,226,237,248,260,272,285,298,312,327,342,359,376,394,413,432,453,475,498,522,548,574,602,631,662,694,728,764,801,840,882,925,971,1018,1068,1121,1176,1234,1295,1359,1426,1497,1571,1648,1730,1815,1905,2000,2099,2203,2312,2427,2548,2674,2807,2946,3093,3247,3408,3578,3756,3943,4139,4346]","[11,11,12,12,13,13,14,15,15,16,17,17,18,19,20,21,22,23,24,25,26,27,28,30,31,33,34,36,38,39,41,43,45,48,50,52,55,57,60,63,66,69,73,76,80,84,88,93,97,102,107,112,118,123,130,136,143,150,157,165,173,182,191,200,210,220,231,243,255,267,281,295,309,325,341,358,376,394,414,435]",1,"[1000,1200,1400,1600,1800,2000,2200,2400,2600,2800,3000]",,12900073,[16600003],[]
,12300074,123000741,火无菊,123000742,该灵魂装备后增加主角体质和灵力攻击,12300074,1,2,TRUE,1,12800108,"[56,167,335,558,837]","[45,134,268,446,670]",1,12800105,"[158,165,172,179,187,195,204,213,222,232,242,253,264,277,289,302,316,331,347,363,380,398,416,436,456,477,500,524,549,575,603,632,663,695,728,763,800,839,880,923,968,1015,1064,1117,1171,1228,1289,1352,1419,1488,1562,1638,1719,1804,1893,1986,2084,2188,2296,2409,2528,2653,2784,2923,3067,3220,3380,3548,3724,3908,4103,4306,4520,4745,4981,5229,5489,5763,6050,6351]","[16,17,17,18,19,20,20,21,22,23,24,25,26,28,29,30,32,33,35,36,38,40,42,44,46,48,50,52,55,58,60,63,66,69,73,76,80,84,88,92,97,101,106,112,117,123,129,135,142,149,156,164,172,180,189,199,208,219,230,241,253,265,278,292,307,322,338,355,372,391,410,431,452,475,498,523,549,576,605,635]",1,"[1000,1120,1240,1360,1480,1600,1720,1840,1960,2080,2200]",,12900074,[16600006],[]
,12300075,123000751,莉莉,123000752,该灵魂装备后增加主角精神和灵力防御,12300075,2,2,TRUE,1,12800110,"[53,160,320,534,801]","[43,128,256,427,641]",1,12800106,"[155,162,168,175,183,191,200,208,217,227,237,247,259,271,283,296,310,324,339,355,372,389,407,426,446,467,490,513,537,563,590,619,649,680,713,747,784,822,862,904,947,994,1042,1093,1146,1203,1262,1323,1389,1457,1529,1604,1683,1766,1853,1944,2041,2142,2247,2358,2475,2597,2726,2861,3003,3152,3309,3473,3645,3826,4016,4216,4425,4645,4876,5119,5374,5641,5922,6217]","[15,16,17,18,18,19,20,21,22,23,24,25,26,27,28,30,31,32,34,35,37,39,41,43,45,47,49,51,54,56,59,62,65,68,71,75,78,82,86,90,95,99,104,109,115,120,126,132,139,146,153,160,168,177,185,194,204,214,225,236,247,260,273,286,300,315,331,347,365,383,402,422,443,465,488,512,537,564,592,622]",1,"[1000,1120,1240,1360,1480,1600,1720,1840,1960,2080,2200]",,12900075,[16600006],[]
,12300076,123000761,梅严,123000762,该灵魂装备后增加主角力量和物理防御,12300076,2,2,TRUE,1,12800109,"[55,166,331,552,828]","[44,132,265,442,662]",1,12800104,"[148,155,161,168,175,183,191,199,208,217,227,237,248,259,271,283,296,310,325,340,356,373,390,408,427,447,469,491,514,539,565,592,621,651,682,715,750,786,825,865,907,951,997,1046,1097,1151,1207,1267,1329,1394,1463,1535,1611,1690,1773,1861,1953,2049,2151,2257,2368,2486,2609,2738,2874,3016,3166,3324,3488,3662,3843,4034,4235,4445,4666,4899,5143,5399,5668,5950]","[15,15,16,17,18,18,19,20,21,22,23,24,25,26,27,28,30,31,32,34,36,37,39,41,43,45,47,49,51,54,56,59,62,65,68,72,75,79,82,86,91,95,100,105,110,115,121,127,133,139,146,153,161,169,177,186,195,205,215,226,237,249,261,274,287,302,317,332,349,366,384,403,423,445,467,490,514,540,567,595]",1,"[1000,1120,1240,1360,1480,1600,1720,1840,1960,2080,2200]",,12900076,[16600006],[]
,12300077,123000771,菖蒲,123000772,该灵魂装备后增加主角灵力和灵压强度,12300077,3,3,TRUE,1,12800111,"[75,226,451,752,1128]","[60,180,361,602,902]",1,12800122,"[232,242,252,263,275,287,300,312,326,340,355,371,388,406,425,444,465,486,509,532,557,584,611,640,670,701,735,770,806,845,885,928,973,1020,1070,1121,1175,1232,1292,1355,1421,1490,1563,1640,1720,1804,1892,1985,2083,2185,2293,2406,2524,2649,2779,2917,3061,3212,3371,3537,3712,3896,4089,4292,4504,4728,4963,5209,5468,5739,6024,6324,6638,6968,7314,7678,8061,8462,8883,9326]","[23,24,25,26,27,29,30,31,33,34,36,37,39,41,42,44,46,49,51,53,56,58,61,64,67,70,73,77,81,84,89,93,97,102,107,112,118,123,129,136,142,149,156,164,172,180,189,199,208,219,229,241,252,265,278,292,306,321,337,354,371,390,409,429,450,473,496,521,547,574,602,632,664,697,731,768,806,846,888,933]",1,"[1000,1120,1240,1360,1480,1600,1720,1840,1960,2080,2200]",,12900077,[16600006],[]
,12300078,123000781,舜樱,123000782,该灵魂装备后增加主角精神和血量,12300078,3,3,TRUE,1,12800110,"[74,223,446,744,1116]","[60,179,357,595,893]",1,12800101,"[1225,1278,1330,1387,1447,1511,1579,1646,1718,1793,1872,1955,2045,2139,2237,2339,2448,2561,2681,2805,2937,3076,3219,3370,3528,3694,3870,4055,4247,4450,4664,4890,5127,5376,5635,5906,6192,6493,6810,7141,7487,7852,8236,8638,9060,9504,9971,10460,10975,11514,12082,12676,13301,13956,14644,15367,16127,16925,17760,18637,19559,20526,21542,22611,23733,24911,26149,27447,28809,30239,31741,33317,34973,36712,38537,40456,42470,44585,46805,49138]","[24,26,27,28,29,30,32,33,34,36,37,39,41,43,45,47,49,51,54,56,59,62,64,67,71,74,77,81,85,89,93,98,103,108,113,118,124,130,136,143,150,157,165,173,181,190,199,209,220,230,242,254,266,279,293,307,323,338,355,373,391,411,431,452,475,498,523,549,576,605,635,666,699,734,771,809,849,892,936,983]",1,"[1000,1120,1240,1360,1480,1600,1720,1840,1960,2080,2200]",,12900078,[16600006],[]
,12300079,123000791,椿鬼,123000792,该灵魂装备后增加主角力量和灵力攻击，且释放技能时，概率释放【孤天斩盾】,12300079,1,4,TRUE,1,12800111,"[374,1122,2244,3740,5610]","[299,898,1795,2992,4488]",1,12800105,"[375,391,407,425,443,463,483,504,526,549,573,598,626,655,685,716,749,784,821,859,899,942,986,1032,1080,1131,1185,1241,1300,1362,1428,1497,1570,1646,1725,1808,1896,1988,2085,2186,2292,2404,2521,2644,2773,2909,3052,3202,3360,3525,3698,3881,4072,4272,4483,4704,4937,5181,5437,5705,5988,6284,6595,6922,7265,7626,8005,8402,8819,9257,9717,10199,10706,11238,11797,12385,13001,13648,14328,15042]","[37,39,41,42,44,46,48,50,53,55,57,60,63,65,68,72,75,78,82,86,90,94,99,103,108,113,118,124,130,136,143,150,157,165,173,181,190,199,208,219,229,240,252,264,277,291,305,320,336,352,370,388,407,427,448,470,494,518,544,571,599,628,659,692,727,763,800,840,882,926,972,1020,1071,1124,1180,1238,1300,1365,1433,1504]",1,"[1000,1120,1240,1360,1480,1600,1720,1840,1960,2080,2200]","[15103801,15103802,15103803,15103804,15103805]",12900079,"[16600006,16600059]",[]
,12300080,123000801,黑崎一护<水着>,123000802,,12300080,0,0,FALSE,1,0,"[0,0,0,0,0]","[0,0,0,0,0]",1,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,"[1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000]",,12900080,[],[]
,12300081,123000811,朽木白哉<水着>,123000812,,12300081,0,0,FALSE,1,0,"[0,0,0,0,0]","[0,0,0,0,0]",1,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,"[1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000]",,12900081,[],[]
,12300082,123000821,日番谷冬狮郎<水着>,123000822,,12300082,0,0,FALSE,1,0,"[0,0,0,0,0]","[0,0,0,0,0]",1,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,"[1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000]",,12900082,[],[]
,12300083,123000831,松本乱菊<水着>,123000832,,12300083,0,0,FALSE,1,0,"[0,0,0,0,0]","[0,0,0,0,0]",1,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,"[1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000]",,12900083,[],[]
,12300084,123000841,井上织姬<水着>,123000842,,12300084,0,0,FALSE,1,0,"[0,0,0,0,0]","[0,0,0,0,0]",1,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,"[1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000]",,12900084,[],[]
,12300085,123000851,朽木露琪亚<水着>,123000852,,12300085,0,0,FALSE,1,0,"[0,0,0,0,0]","[0,0,0,0,0]",1,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,"[1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000]",,12900085,[],[]
,12300086,123000861,四枫院夜一<水着>,123000862,,12300086,0,0,FALSE,1,0,"[0,0,0,0,0]","[0,0,0,0,0]",1,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,"[1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000]",,12900086,[],[]
,12300087,123000871,阿散井恋次<水着>,123000872,,12300087,0,0,FALSE,1,0,"[0,0,0,0,0]","[0,0,0,0,0]",1,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,"[1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000]",,12900087,[],[]
,12300088,123000881,黑崎一护<完全虚化>,123000882,,12300088,1,0,FALSE,1,0,"[0,0,0,0,0]","[0,0,0,0,0]",1,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,"[1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000]",,12900088,[],[]
,12300089,123000891,黑崎一护<无月>,123000892,,12300089,1,0,FALSE,1,0,"[0,0,0,0,0]","[0,0,0,0,0]",1,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,"[1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000]",,12900089,[],[]
,12300090,123000901,井上织姬<破面>,123000902,,12300090,2,0,FALSE,1,0,"[0,0,0,0,0]","[0,0,0,0,0]",1,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,"[1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000]",,12900090,[],[]
,12300091,123000911,茶渡泰虎<觉醒>,123000912,,12300091,1,0,FALSE,1,0,"[0,0,0,0,0]","[0,0,0,0,0]",1,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,"[1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000]",,12900091,[],[]
,12300092,123000921,石田雨龙<终灭>,123000922,,12300092,3,0,FALSE,1,0,"[0,0,0,0,0]","[0,0,0,0,0]",1,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,"[1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000]",,12900092,[],[]
,12300093,123000931,石田雨龙<银岭弧雀>,123000932,,12300093,0,0,FALSE,1,0,"[0,0,0,0,0]","[0,0,0,0,0]",1,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,"[1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000]",,12900093,[],[]
,12300094,123000941,碎蜂<卍解>,123000942,,12300094,3,0,FALSE,1,0,"[0,0,0,0,0]","[0,0,0,0,0]",1,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,"[1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000]",,12900094,[],[]
,12300095,123000951,市丸银<卍解>,123000952,,12300095,1,0,FALSE,1,0,"[0,0,0,0,0]","[0,0,0,0,0]",1,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,"[1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000]",,12900095,[],[]
,12300096,123000961,蓝染惣右介<崩玉>,123000962,,12300096,3,0,FALSE,1,0,"[0,0,0,0,0]","[0,0,0,0,0]",1,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,"[1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000]",,12900096,[],[]
,12300097,123000971,东仙要<破面>,123000972,,12300097,2,0,FALSE,1,0,"[0,0,0,0,0]","[0,0,0,0,0]",1,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,"[1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000]",,12900097,[],[]
,12300098,123000981,东仙要<虚化>,123000982,,12300098,2,0,FALSE,1,0,"[0,0,0,0,0]","[0,0,0,0,0]",1,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,"[1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000]",,12900098,[],[]
,12300099,123000991,斑目一角<卍解>,123000992,,12300099,1,0,FALSE,1,0,"[0,0,0,0,0]","[0,0,0,0,0]",1,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,"[1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000]",,12900099,[],[]
